"id","group.id","name","local_date","group.localized_location","group.lon","group.lat","description","link","venue.lng","venue.lat"
"chhhtsydckbbc",10455592,"War Meet - Open Gaming  - Wednesdays @ Bad Moon","2022-07-20","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP** \- let us know what to play\, army/team\, and experience level / opponent if you have one arranged\.<br/>* **Step 2) POST BELOW** to find an opponent - alternatively, The Organisers will help match you up. (check below for your pairing!)<br/>* **Step 3)** **TURN UP -** Tables will be allocated at the venue, so turn up, grab some refreshments, and throw down. Have fun!<br/>* **Step 4)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! Follow us on [instagram](www.instagram.com/lwarguild)!</p> <p>[Find out more about LWG + BMC ](<a href=""https://www.youtube.com/watch?v=clsDBUUDFUY"" class=""embedded"">https://www.youtube.com/watch?v=clsDBUUDFUY</a>)</p> <p>***</p> <p>RSVP costs:<br/>6x4 Games - £7.50</p> <p>***</p> <p>**AGENDA**:</p> <p>* **18:00** \- START<br/>* **21:45 p.m. -** Wrap up<br/>* **22:00 p.m.** \- Doors Close</p> <p>***</p> <p>**The Location:** The event is held at the Bad Moon Cafe. The venue offers barista coffee, craft beer, wood-fired pizza, and a large stock of Games Workshop and board game products for purchase.</p> <p>Can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/chhhtsydckbbc/",-0.088354,51.496578
"287206884",10455592,"Dungeons & Dragons - Londinium Casual 'drop in' Campaign Session ","2022-07-19","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>Welcome to the LWG Casual D&amp;D Campaign! Going forward, we will schedule in-person sessions at Seven Dials on Mondays, and continue our Online sessions on Tuesdays, where DM &amp; player interest is there!</p> <p>From first timers to veterans, drop in to any sessions you want. We'll sort you into groups in the text below approx 24 hours before the session starts, and get you started on a one-shot adventure that fits into our campaign setting.</p> <p>What is it?<br/>Casual drop-in games set in the same world with an over-arching story. Play as much and whenever you like! Never played? No problem! Arrive early and we'll help you build a character, or we have a few set ones you can borrow.</p> <p>What Do I Bring?<br/>Pencil &amp; paper, character sheet, dice, Player's Handbook &amp; any other source books your character uses.</p> <p>NEW PLAYERS:<br/>You can make a level 2 character (PHB+1) and jump right in. Let your DM know you're new. If you need help with creating a character, reach out to any DM or Admin in our Whatsapp chat or Discord ( <a href=""https://discord.gg/Dg2BeDR"" class=""linkified"">https://discord.gg/Dg2BeDR</a> ), we're happy to help you along!</p> <p>MORE INFO:<br/><a href=""https://drive.google.com/open?id=1s22yxbraAcz53UcUE1iM8WhMeTIcRQWB"" class=""linkified"">https://drive.google.com/open?id=1s22yxbraAcz53UcUE1iM8WhMeTIcRQWB</a></p> <p>Arrival: 6:30 - 7pm.<br/>Adventure!: 7-10pm<br/>After session social: 10-11pm.<br/>Please do be a few minutes early, as we MUST start at 7pm sharp!</p> <p>NB: The London Wargaming Guild is a non-profit, and is entirely volunteer-run. All fees charged go towards the running costs of the Guild (mostly venue rents) - every penny!</p> <p>Thus, organisers and DMs do not get paid for their time. We do it because we enjoy it, and because we love the community in the Guild - and we hope you will too!</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/287206884/",-0.125572,51.513786
"hcmtssydckbxb",10455592,"War Meet - Open Gaming  - MONDAYS - Dice rolling is back!","2022-07-18","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1)** RSVP - let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)!</p> <p>Follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs**: (You can change £ amount after clicking 'attend')<br/>6x4 table: £7.50<br/>4 x 4 table: £6<br/>Bar Table: £5<br/>Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not for profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA**:</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>ABOUT:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>Matchups:</p> <p>***</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/hcmtssydckbxb/",-0.125572,51.513786
"chhhtsydckbrb",10455592,"War Meet - Open Gaming  - Wednesdays @ Bad Moon","2022-07-13","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP** \- let us know what to play\, army/team\, and experience level / opponent if you have one arranged\.<br/>* **Step 2) POST BELOW** to find an opponent - alternatively, The Organisers will help match you up. (check below for your pairing!)<br/>* **Step 3)** **TURN UP -** Tables will be allocated at the venue, so turn up, grab some refreshments, and throw down. Have fun!<br/>* **Step 4)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! Follow us on [instagram](www.instagram.com/lwarguild)!</p> <p>[Find out more about LWG + BMC ](<a href=""https://www.youtube.com/watch?v=clsDBUUDFUY"" class=""embedded"">https://www.youtube.com/watch?v=clsDBUUDFUY</a>)</p> <p>***</p> <p>RSVP costs:<br/>6x4 Games - £7.50</p> <p>***</p> <p>**AGENDA**:</p> <p>* **18:00** \- START<br/>* **21:45 p.m. -** Wrap up<br/>* **22:00 p.m.** \- Doors Close</p> <p>***</p> <p>**The Location:** The event is held at the Bad Moon Cafe. The venue offers barista coffee, craft beer, wood-fired pizza, and a large stock of Games Workshop and board game products for purchase.</p> <p>Can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/chhhtsydckbrb/",-0.088354,51.496578
"lkvpssydckbqb",10455592,"War Meet - Open Gaming  - TUESDAYS - Dice rolling is back!","2022-07-12","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP -** let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on[ facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! and follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs:** (You can change £ amount after clicking 'attend')</p> <p>* 6x4 table: £7.50<br/>* 4 x 4 table: £6<br/>* Bar Table: £5<br/>* Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not-for-profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA:**</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>**ABOUT**:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>**Matchups/Tables**:</p> <p>**DISCLAIMER**: By attending the club you agree to have read and abide by our aforementioned Coronavirus Guidelines, if they are updated. You, as the attendees, are responsible for maintaining adherence to these guidelines. While the club is taking precautions to reduce the risk of transmission it cannot be ruled out. By attending you acknowledge that you are accepting this risk.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/lkvpssydckbqb/",-0.125572,51.513786
"hcmtssydckbpb",10455592,"War Meet - Open Gaming  - MONDAYS - Dice rolling is back!","2022-07-11","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1)** RSVP - let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)!</p> <p>Follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs**: (You can change £ amount after clicking 'attend')<br/>6x4 table: £7.50<br/>4 x 4 table: £6<br/>Bar Table: £5<br/>Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not for profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA**:</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>ABOUT:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>Matchups:</p> <p>***</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/hcmtssydckbpb/",-0.125572,51.513786
"287016481",10455592,"Dungeons & Dragons - Londinium Casual 'drop in' Campaign Session ","2022-07-11","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>Welcome to the LWG Casual D&amp;D Campaign! Going forward, we will schedule in-person sessions at Seven Dials on Mondays, and continue our Online sessions on Tuesdays, where DM &amp; player interest is there!</p> <p>From first timers to veterans, drop in to any sessions you want. We'll sort you into groups in the text below approx 24 hours before the session starts, and get you started on a one-shot adventure that fits into our campaign setting.</p> <p>What is it?<br/>Casual drop-in games set in the same world with an over-arching story. Play as much and whenever you like! Never played? No problem! Arrive early and we'll help you build a character, or we have a few set ones you can borrow.</p> <p>What Do I Bring?<br/>Pencil &amp; paper, character sheet, dice, Player's Handbook &amp; any other source books your character uses.</p> <p>NEW PLAYERS:<br/>You can make a level 2 character (PHB+1) and jump right in. Let your DM know you're new. If you need help with creating a character, reach out to any DM or Admin in our Whatsapp chat or Discord ( <a href=""https://discord.gg/Dg2BeDR"" class=""linkified"">https://discord.gg/Dg2BeDR</a> ), we're happy to help you along!</p> <p>MORE INFO:<br/><a href=""https://drive.google.com/open?id=1s22yxbraAcz53UcUE1iM8WhMeTIcRQWB"" class=""linkified"">https://drive.google.com/open?id=1s22yxbraAcz53UcUE1iM8WhMeTIcRQWB</a></p> <p>Arrival: 6:30 - 7pm.<br/>Adventure!: 7-10pm<br/>After session social: 10-11pm.<br/>Please do be a few minutes early, as we MUST start at 7pm sharp!</p> <p>NB: The London Wargaming Guild is a non-profit, and is entirely volunteer-run. All fees charged go towards the running costs of the Guild (mostly venue rents) - every penny!</p> <p>Thus, organisers and DMs do not get paid for their time. We do it because we enjoy it, and because we love the community in the Guild - and we hope you will too!</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/287016481/",-0.125572,51.513786
"286896680",10455592,"Warhammer 40K Combat Patrol Tournament - 500pts","2022-07-09","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>Our Combat Patrol event is back!</p> <p>Come along and play four fast-paced games using our custom format and missions. You only need 500 points, with £100 worth of prizes being up for grabs!</p> <p>It's a perfect opportunity to paint up some new models, try out a new army, or just come along and meet some great people.</p> <p>The event will feature a custom mission pack which you can find below, please email your list to [masked].</p> <p>++++ PACK ++++</p> <p>The pack and Missions can be accessed here:</p> <p>[Event Pack](<a href=""https://drive.google.com/file/d/1prFW5KAz56bTJ9RhkuDyYKvluwpvi6PX/view?usp=sharing"" class=""linkified"">https://drive.google.com/file/d/1prFW5KAz56bTJ9RhkuDyYKvluwpvi6PX/view?usp=sharing</a>)</p> <p>[Missions](<a href=""https://drive.google.com/file/d/1-5ZUn78LdjZqNuJp2hrSuYyh9xNTSjMM/view?usp=sharing"" class=""linkified"">https://drive.google.com/file/d/1-5ZUn78LdjZqNuJp2hrSuYyh9xNTSjMM/view?usp=sharing</a>)</p> <p>++++++++</p> <p>EVENT ESSENTIALS<br/>Entry Price: £20<br/>Army Size: 500 points<br/>Number of games: 4<br/>Army Selection: Custom – see pack above<br/>Missions in use: Custom – see pack above<br/>Prizes!</p> <p>**Timeline:**<br/>**09:00 – Arrive/set-up**<br/>**09:30 – Round 1 (1 hr 20 mins)**<br/>**10:50 – Break (20 mins)**<br/>**11:10 – Round 2 (1hr 20 min)**<br/>**12:30 – Lunch (60 mins)**<br/>**13:30 – Round 3 (1hr 20 min)**<br/>**14:50 – Break (20 mins)**<br/>**15:10 – Round 4 (1hr 20 min)**<br/>**16:30 – Pack Up**<br/>**17:00 – Winners announced and prizes handed out**<br/>**17:20 – End**</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/286896680/",-0.125572,51.513786
"286915899",10455592,"SAGA Saturday Games Day!","2022-07-09","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>Exciting day at Seven Dials this Saturday as the ancient world comes to life.</p> <p>An all day SAGA event has been planned with the historical section of the club.</p> <p>Full event £15pp</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/286915899/",-0.125572,51.513786
"chhhtsydckbjb",10455592,"War Meet - Open Gaming  - Wednesdays @ Bad Moon","2022-07-06","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP** \- let us know what to play\, army/team\, and experience level / opponent if you have one arranged\.<br/>* **Step 2) POST BELOW** to find an opponent - alternatively, The Organisers will help match you up. (check below for your pairing!)<br/>* **Step 3)** **TURN UP -** Tables will be allocated at the venue, so turn up, grab some refreshments, and throw down. Have fun!<br/>* **Step 4)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! Follow us on [instagram](www.instagram.com/lwarguild)!</p> <p>[Find out more about LWG + BMC ](<a href=""https://www.youtube.com/watch?v=clsDBUUDFUY"" class=""embedded"">https://www.youtube.com/watch?v=clsDBUUDFUY</a>)</p> <p>***</p> <p>RSVP costs:<br/>6x4 Games - £7.50</p> <p>***</p> <p>**AGENDA**:</p> <p>* **18:00** \- START<br/>* **21:45 p.m. -** Wrap up<br/>* **22:00 p.m.** \- Doors Close</p> <p>***</p> <p>**The Location:** The event is held at the Bad Moon Cafe. The venue offers barista coffee, craft beer, wood-fired pizza, and a large stock of Games Workshop and board game products for purchase.</p> <p>Can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/chhhtsydckbjb/",-0.088354,51.496578
